name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
Yoshinobu Yamamoto,25,808967,yamamyo01,2024,LAD,1,NL,18,18,270,270,0,32,45.618,2.094,0,3.809,93,93.141,40.892,240,0.0586,65,8.892,8.581,17.297,0.198,1,1.7,9166667,4.47804,4.00132,1.839,0.5516,0.9288,-0.0728,4.95099,1.895,0.4526,0.8445,128.8466667,38.654
Ryder Ryan,28,656924,ryanry01,2023,SEA,1,AL,1,0,3,0,3,0,0.613,-0.041,0,0.003,94,88,0.501,1,0.0002,15,0.501,0.489,0.597,0.203,0.03,0.03,NULL,4.6077,4.1187,1.854,0.5518,0.0518,-0.0275,4.70283,1.889,0.4904,0.0096,NULL,0.608
Grae Kessinger,26,666197,kessigr01,2024,HOU,1,AL,1,0,3,0,3,0,0.476,-0.032,0,0.01,98,110,0.477,3,0.0008,13,0.477,0.472,0.568,0.193,0,0.03,742100,4.38443,3.91243,1.828,0.5519,0.0519,-0.0281,4.47446,1.862,0.4905,0.0097,NULL,0.608
Michael Stefanic,28,683021,stefami01,2024,LAA,1,AL,1,0,3,0,3,0,0.548,-0.037,0,0.013,104,96,0.478,4,0.001,13,0.478,0.473,0.569,0.193,0,0.03,750000,4.38443,3.91143,1.828,0.552,0.052,-0.0281,4.47446,1.862,0.4905,0.0097,NULL,0.635
Spencer Strider,24,675911,stridsp01,2023,ATL,1,NL,32,32,560,560,0,85,99.011,4.614,0,2.792,101,99.759,100.59,415,0.1034,27,15.59,15.984,33.913,0.208,1,3.29,1000000,4.70669,4.20719,1.865,0.5521,1.6672,-0.1299,5.28472,1.927,0.4444,1.7479,112.7175,90.174
Bryan Garcia,27,650530,garcibr01,2022,DET,1,AL,4,4,61,61,0,8,10.173,0.469,0,0.34,100,94.69,9.755,54,0.0126,27,1.755,1.86,3.558,0.188,1,0.39,NULL,4.25074,3.78574,1.811,0.5523,0.2092,-0.0151,4.70793,1.868,0.4524,0.1912,111.7875,8.943
Kody Funderburk,26,681892,fundeko01,2023,MIN,1,AL,11,0,36,0,36,1,5.924,-0.395,0.638,0.146,100,109.362,6.585,22,0.0056,26,5.585,5.438,6.738,0.203,1.56,0.83,NULL,4.6077,4.11334,1.854,0.5524,0.5764,0.1332,4.71148,1.889,0.4895,0.116,599.1,5.991
Jordan Lyles,33,543475,lylesjo01,2024,KCR,1,AL,5,0,15,0,15,0,2.525,-0.169,0,0.088,105,106.842,2.423,14,0.0034,26,2.423,2.399,2.88,0.193,0.034,0.17,8500000,4.38443,3.90463,1.827,0.5527,0.2635,-0.1376,4.47446,1.862,0.4905,0.0487,NULL,2.515
Daniel Duarte,27,650960,duartda01,2024,MIN,1,AL,2,0,12,0,12,1,1.966,-0.132,0,-0.027,103,106.267,1.978,11,0.0027,-10,0.978,0.959,1.344,0.193,0.43,0.11,740000,4.38443,3.90493,1.827,0.5527,0.1054,-0.0383,4.56449,1.867,0.4812,0.0386,201,2.01
JosÃ© ButtÃ³,25,676130,buttojo01,2023,NYM,1,NL,9,7,126,111,15,17,21.503,0.714,0,-0.409,96,94.883,21.468,118,0.0292,-14,4.468,4.557,8.591,0.208,0.55,0.82,NULL,4.70669,4.20036,1.865,0.5529,0.4761,-0.0528,5.16911,1.921,0.4551,0.3971,115.3117647,19.603
Randal Grichuk,30,545341,grichra01,2022,COL,1,NL,1,0,3,0,3,0,0.407,-0.027,0,0.005,114,128,0.48,3,0.0007,7,0.48,0.482,0.572,0.194,0,0.03,NULL,4.39519,3.91319,1.828,0.5529,0.0529,-0.0293,4.48702,1.863,0.4904,0.0097,NULL,0.683
Enoli Paredes,28,660600,pareden01,2024,CHC,2,NL,1,0,3,0,3,0,0.56,-0.037,0,0.009,96,96,0.493,1,0.0002,46,0.493,0.49,0.586,0.198,0.08,0.04,NULL,4.47804,3.98804,1.838,0.553,0.053,-0.0271,4.57263,1.874,0.4902,0.0097,NULL,0.611
Jace Peterson,32,607054,peterja01,2022,MIL,1,NL,1,0,3,0,3,0,0.444,-0.03,0,0.038,99,128,0.481,3,0.0008,48,0.481,0.483,0.573,0.194,0.01,0.03,1825000,4.39519,3.91219,1.828,0.553,0.053,-0.029,4.48702,1.863,0.4904,0.0097,NULL,0.616
Nabil Crismatt,28,622503,crismna01,2023,ARI,2,NL,1,0,6,0,6,1,1.023,-0.067,0.628,0.047,99,98,1.506,5,0.0012,39,0.506,0.51,0.702,0.208,0.46,0.05,NULL,4.70669,4.19669,1.865,0.5533,0.0533,-0.0201,4.90487,1.906,0.4804,0.0193,NULL,1.144
Javier Assad,25,665871,assadja01,2023,CHC,1,NL,32,10,328,161,167,38,55.829,-0.596,0,3.087,102,103.8,54.128,311,0.0753,41,16.128,16.359,26.86,0.208,0.5705,2.37,721500,4.70669,4.19547,1.865,0.5534,1.7088,-0.3829,5.04525,1.914,0.4668,1.044,140.0594595,51.822
Michael Wacha,31,608379,wachami01,2023,SDP,1,NL,24,24,403,403,0,49,68.34,3.185,0,5.168,93,92.08,61.102,383,0.0957,54,12.102,12.386,25.288,0.208,1,2.46,7500000,4.70669,4.19061,1.864,0.5539,1.2936,-0.0935,5.26132,1.926,0.4466,1.2591,131.2041667,62.978
Pablo Reyes,28,622569,reyespa01,2022,MIL,1,NL,1,0,3,0,3,0,0.576,-0.039,0,0.038,99,98,0.489,3,0.0008,48,0.489,0.491,0.581,0.194,0,0.03,NULL,4.39519,3.90419,1.828,0.5539,0.0539,-0.0298,4.48702,1.863,0.4904,0.0097,NULL,0.616
Shota Imanaga,30,684007,imanash01,2024,CHC,1,NL,29,29,520,520,0,66,86.82,3.985,0,5.423,96,94.945,81.066,489,0.1179,46,15.066,14.467,31.254,0.198,1,3.04,9250000,4.47804,3.97918,1.838,0.5541,1.5689,-0.1401,5.04341,1.901,0.4437,1.616,136.9267857,76.679
JB Bukauskas,26,656266,bukaujb01,2023,MIL,2,NL,5,0,18,0,18,0,3.046,-0.201,0,0.252,98,99.478,2.579,15,0.0037,68,2.579,2.592,3.168,0.208,0.218,0.21,NULL,4.70669,4.18829,1.864,0.5542,0.271,-0.1231,4.8256,1.901,0.4881,0.0585,NULL,3.034
Corbin Burnes,29,669203,burneco01,2024,BAL,1,AL,32,32,583,583,0,76,94.079,4.271,0,-1.73,93,92.666,92.74,553,0.1331,-13,16.74,15.794,34.509,0.193,1,3.43,15637500,4.38443,3.89087,1.826,0.5543,1.7376,-0.1276,4.93118,1.889,0.4447,1.8163,128.4095238,80.898
Tobias Myers,25,668964,myersto01,2024,MIL,1,NL,27,25,414,411,3,52,67.266,3.033,0,6.202,101,102.991,66.014,401,0.0969,64,14.014,13.537,26.902,0.198,0.86,2.65,740000,4.47804,3.97667,1.837,0.5543,1.4661,-0.1141,4.9615,1.896,0.4516,1.2935,139.6847826,64.255
Joel Kuhnel,29,669270,kuhnejo01,2024,TBR,2,AL,5,0,24,0,24,1,3.986,-0.267,0,0.041,99,95.429,3.51,24,0.0059,7,2.51,2.471,3.241,0.193,0.344,0.24,NULL,4.38443,3.89023,1.826,0.5544,0.272,-0.1058,4.52848,1.865,0.4849,0.0774,370.8,3.708
Framber Valdez,28,664285,valdefr01,2022,HOU,1,AL,31,31,604,604,0,71,93.564,4.313,0,10.622,98,97.388,84.976,555,0.1455,73,13.976,15.016,31.824,0.188,1,3.41,3000000,4.25074,3.76635,1.81,0.5545,1.6895,-0.1496,4.83486,1.876,0.4399,1.871,135.4015873,85.303
Sawyer Gipson-Long,25,687830,gipsosa01,2023,DET,1,AL,4,4,60,60,0,7,8.925,0.409,0,0.253,103,102.39,9.298,48,0.0115,22,2.298,2.052,4.22,0.203,1,0.39,NULL,4.6077,4.0947,1.853,0.5545,0.218,-0.0123,5.08335,1.91,0.4532,0.1881,162.95,9.777
Dominic Smith,29,642086,smithdo02,2024,BOS,1,AL,3,0,9,0,9,0,1.507,-0.101,0,0.097,106,114.727,1.502,10,0.0023,42,1.502,1.487,1.776,0.193,0,0.1,1430108,4.38443,3.88876,1.826,0.5545,0.1635,-0.088,4.47446,1.862,0.4905,0.0292,NULL,1.59
Ian Gibaut,28,664139,gibauia01,2022,CLE,1,AL,1,0,4,0,4,0,0.647,-0.043,0,0.094,97,94,0.479,5,0.0012,78,0.479,0.486,0.597,0.188,0,0.04,NULL,4.25074,3.76474,1.81,0.5547,0.0547,-0.0306,4.37066,1.848,0.4871,0.013,NULL,0.728
MartÃ­n PÃ©rez,33,527048,perezma02,2024,SDP,2,NL,10,10,156,156,0,20,23.673,1.087,0,-0.533,99,99.77,25.235,154,0.0381,-14,5.235,5.055,10.091,0.198,1,0.99,NULL,4.47804,3.97254,1.837,0.5548,0.548,-0.042,4.96991,1.897,0.4507,0.488,119.2,23.84
Ehire Adrianza,32,501303,adriaeh01,2022,WSN,1,NL,1,0,3,0,3,0,0.544,-0.036,0,-0.021,97,94,0.497,2,0.0005,-42,0.497,0.499,0.589,0.194,0,0.03,1500000,4.39519,3.89619,1.827,0.5548,0.0548,-0.0302,4.48702,1.863,0.4904,0.0097,NULL,0.607
Chris Bassitt,33,605135,bassich01,2022,NYM,1,NL,30,30,545,545,0,71,88.029,4.014,0,-0.133,95,92.862,85.596,515,0.1327,-1,14.596,15.021,31.248,0.194,1,3.2,8650000,4.39519,3.89449,1.827,0.555,1.65,-0.152,4.95127,1.891,0.4439,1.6988,112.9,77.901
Zack Weiss,31,592848,weissza01,2023,BOS,2,AL,6,0,26,0,26,3,4.724,-0.315,1.248,-0.09,106,108.364,6.228,21,0.005,-18,3.228,3.122,4.061,0.203,1.07,0.41,NULL,4.6077,4.08737,1.852,0.5553,0.3318,-0.0088,4.74511,1.891,0.4861,0.0838,226.95,4.539
Adam Kloffenstein,23,680572,kloffad01,2024,STL,1,NL,1,0,3,0,3,0,0.568,-0.038,0,0.026,101,102,0.514,3,0.0007,37,0.514,0.511,0.607,0.198,2.16,0.09,NULL,4.47804,3.96704,1.837,0.5554,0.0554,0.0294,4.57263,1.874,0.4902,0.0097,NULL,0.634
Michael Mariot,34,592527,mariomi01,2023,CIN,1,NL,1,0,8,0,8,1,1.444,-0.095,0,-0.062,104,108,1.524,10,0.0024,-26,0.524,0.53,0.786,0.208,0.7,0.07,NULL,4.70669,4.17669,1.864,0.5554,0.0554,-0.0159,4.97093,1.91,0.4739,0.0257,154.7,1.547
Ildemaro Vargas,30,545121,vargail01,2022,WSN,2,NL,1,0,3,0,3,0,0.544,-0.036,0,-0.029,97,94,0.505,3,0.0007,-42,0.505,0.507,0.597,0.194,0,0.03,NULL,4.39519,3.88819,1.827,0.5557,0.0557,-0.0307,4.48702,1.863,0.4904,0.0097,NULL,0.607
Naoyuki Uwasawa,30,683822,uwasana01,2024,BOS,1,AL,2,0,12,0,12,1,2.137,-0.143,0,0.109,106,108.25,2.041,11,0.0026,42,1.041,1.022,1.407,0.193,0.61,0.12,740000,4.38443,3.87343,1.825,0.5563,0.1126,-0.0303,4.56449,1.867,0.4812,0.0386,206.4,2.064
Geoff Hartlieb,29,664129,hartlge01,2023,MIA,1,NL,2,0,12,0,12,1,2.202,-0.145,0,-0.018,102,99.75,2.07,10,0.0025,-7,1.07,1.078,1.463,0.208,0.165,0.09,NULL,4.70669,4.16769,1.863,0.5564,0.1128,-0.0585,4.90487,1.906,0.4804,0.0385,225.5,2.255
Mark Appel,30,571446,appelma01,2022,PHI,1,NL,6,0,31,0,31,2,5.093,-0.341,0,-0.403,98,98.35,5.07,32,0.0079,-51,3.07,3.094,4.017,0.194,0.1733,0.27,NULL,4.39519,3.87952,1.826,0.5567,0.3402,-0.1691,4.55334,1.867,0.4835,0.0999,236.55,4.731
Scott Blewett,28,656240,blewesc01,2024,MIN,1,AL,12,0,61,0,61,5,9.295,-0.624,1.874,-0.142,103,105.694,11.296,58,0.0142,-10,6.296,6.197,8.155,0.193,0.815,0.77,NULL,4.38443,3.86801,1.825,0.5569,0.6828,-0.1053,4.53698,1.866,0.4841,0.1957,238.125,9.525
Sonny Gray,32,543243,grayso01,2022,MIN,1,AL,24,24,359,348,11,44,56.355,2.404,0,2.446,100,98.701,55.581,329,0.0789,31,11.581,12.199,22.189,0.188,1,2.41,NULL,4.25074,3.74245,1.808,0.5573,1.3752,-0.0951,4.69919,1.868,0.4533,1.1255,126.3487805,51.803
Austin Adams,31,613534,adamsau02,2022,SDP,1,NL,2,0,7,0,7,0,1.176,-0.079,0,0.02,93,96.222,1.036,4,0.001,20,1.036,1.041,1.25,0.194,0.2,0.09,925000,4.39519,3.87469,1.826,0.5573,0.1146,-0.0522,4.50233,1.864,0.4888,0.0226,NULL,1.147
Danny Mendick,30,664901,mendida01,2024,CHW,1,AL,1,0,3,0,3,0,0.45,-0.03,0,-0.085,102,104,0.525,4,0.001,-85,0.525,0.52,0.616,0.193,0,0.04,865591,4.38443,3.86443,1.825,0.5573,0.0573,-0.0308,4.47446,1.862,0.4905,0.0097,NULL,0.626
Ranger SuÃ¡rez,27,624133,suarera01,2023,PHI,1,NL,22,22,375,375,0,59,65.8,3.066,0,-3.08,98,98.396,70.792,371,0.0906,-34,11.792,12.056,24.062,0.208,1,2.35,2950000,4.70669,4.15869,1.862,0.5574,1.2628,-0.087,5.2697,1.926,0.4458,1.1714,103.1586207,59.832
Corbin Burnes,28,669203,burneco01,2023,MIL,1,NL,32,32,581,581,0,77,99.709,4.646,0,8.656,98,98.39,94.158,510,0.1273,68,17.158,17.567,36.168,0.208,1,3.51,10010000,4.70669,4.15772,1.862,0.5575,1.84,-0.1348,5.30639,1.928,0.4425,1.8075,126.8575342,92.606
Kevin Gausman,32,592332,gausmke01,2023,TOR,1,AL,31,31,555,555,0,72,96.766,4.432,0,9.967,99,99.827,91.073,466,0.1159,86,19.073,16.801,36.85,0.203,1,3.4,21000000,4.6077,4.06573,1.851,0.5576,1.7856,-0.114,5.17541,1.916,0.4446,1.7259,135.62,88.153
JP Sears,26,676664,searsjp01,2022,NYY,1,AL,7,2,66,32,34,5,10.276,-0.122,0,1.696,101,100.193,8.474,62,0.0157,108,3.474,3.588,5.424,0.188,0.834,0.56,NULL,4.25074,3.73817,1.808,0.5578,0.4046,-0.0528,4.53341,1.858,0.4701,0.2102,195.14,9.757
Denyi Reyes,25,660593,reyesde02,2022,BAL,1,AL,3,1,23,11,12,2,3.503,-0.044,0,0.229,100,108.258,3.497,27,0.0062,37,1.497,1.537,2.177,0.188,0.095,0.19,NULL,4.25074,3.7384,1.808,0.5578,0.1734,-0.0534,4.48058,1.854,0.4756,0.0735,173.9,3.478
Nick Mears,25,683232,mearsni01,2022,PIT,1,NL,2,0,6,0,6,0,1.121,-0.075,0,0,100,100,1.046,5,0.0012,0,1.046,1.051,1.229,0.194,0.59,0.11,NULL,4.39519,3.86969,1.826,0.5579,0.1158,-0.0292,4.48702,1.863,0.4904,0.0194,NULL,1.071
Nick Pratto,25,668472,prattni01,2024,KCR,1,AL,1,0,3,0,3,0,0.536,-0.036,0,0.018,105,110,0.53,3,0.0007,26,0.53,0.525,0.621,0.193,0,0.04,740000,4.38443,3.85943,1.824,0.5579,0.0579,-0.0311,4.47446,1.862,0.4905,0.0097,NULL,0.639
Josiah Gray,25,680686,grayjo03,2023,WSN,1,NL,30,30,477,477,0,72,82.949,3.865,0,-3.071,98,98.201,88.268,466,0.1059,-29,16.268,16.604,31.875,0.208,1,3.12,730000,4.70669,4.15323,1.862,0.558,1.74,-0.1106,5.23187,1.924,0.4493,1.4943,109.1101449,75.286
Charlie Culberson,33,518586,culbech01,2022,TEX,1,AL,2,0,6,0,6,0,0.998,-0.066,0,0.017,102,111.5,1.02,7,0.0017,10,1.02,1.03,1.197,0.188,0,0.07,1750000,4.25074,3.73574,1.808,0.5581,0.1162,-0.063,4.34068,1.846,0.4903,0.0195,NULL,1.05
Blake Snell,31,605483,snellbl01,2024,SFG,1,NL,20,20,312,309,3,38,51.599,2.313,0,0.112,93,91.278,49.108,228,0.0562,2,11.108,10.749,20.821,0.198,1,2.06,32000000,4.47804,3.94059,1.835,0.5584,1.168,-0.086,4.96991,1.897,0.4507,0.976,124.0027778,44.641
Nick Duron,26,663975,duronni01,2022,PHI,1,NL,1,0,3,0,3,0,0.54,-0.036,0,-0.036,98,98,0.529,3,0.0007,-51,0.529,0.531,0.621,0.194,0.04,0.04,NULL,4.39519,3.86419,1.825,0.5585,0.0585,-0.0309,4.48702,1.863,0.4904,0.0097,NULL,0.611
Aaron Nola,31,605400,nolaaa01,2024,PHI,1,NL,33,33,598,598,0,84,99.608,4.572,0,0.416,98,98.778,102.496,570,0.1386,3,18.496,17.807,37.112,0.198,1,3.63,24571429,4.47804,3.93844,1.835,0.5586,1.9338,-0.1611,5.0494,1.901,0.4432,1.8552,113.9088608,89.988
Shane Bieber,27,669456,biebesh01,2022,CLE,1,AL,31,31,600,600,0,70,92.379,4.259,0,10.538,97,98.796,85.063,555,0.1351,78,15.063,16.096,32.793,0.188,1,3.53,6000000,4.25074,3.73151,1.808,0.5586,1.8166,-0.1486,4.831,1.875,0.4403,1.8586,131.05625,83.876
Dereck RodrÃ­guez,30,605446,rodride01,2022,MIN,1,AL,2,0,23,0,23,5,4.183,-0.278,2.452,0.192,100,97.353,6.002,26,0.0062,31,1.002,1.042,1.682,0.188,1.545,0.2,NULL,4.25074,3.72974,1.807,0.5588,0.1176,0.0133,4.59551,1.861,0.4638,0.0727,115.9333333,3.478
Luis Castillo,27,622379,castilu03,2022,DET,1,AL,3,0,11,0,11,0,1.686,-0.112,0,0.062,100,102.143,1.544,10,0.0023,27,1.544,1.563,1.869,0.188,0.1367,0.13,NULL,4.25074,3.72974,1.807,0.5588,0.1764,-0.085,4.36066,1.847,0.4882,0.0355,NULL,1.752
Peter Strzelecki,28,657265,strzepe01,2023,ARI,2,NL,1,0,4,0,4,0,0.745,-0.049,0,0.047,99,86,0.558,5,0.0012,39,0.558,0.561,0.689,0.208,0.13,0.04,NULL,4.70669,4.14569,1.862,0.5588,0.0588,-0.0294,4.83881,1.902,0.4868,0.013,NULL,0.819
Bryce Miller,25,682243,millebr04,2024,SEA,1,AL,31,31,541,541,0,62,89.743,4.074,0,6.365,91,90.92,79.511,485,0.1224,52,17.511,16.633,34,0.193,1,3.41,752600,4.38443,3.84788,1.824,0.5592,1.8352,-0.1184,4.90815,1.888,0.4469,1.6895,124.5271186,73.471
Christian Bethancourt,30,542194,bethach01,2022,OAK,1,AL,1,0,3,0,3,0,0.526,-0.035,0,-0.018,95,102,0.519,3,0.0007,-26,0.519,0.524,0.608,0.188,0,0.04,NULL,4.25074,3.72674,1.807,0.5592,0.0592,-0.032,4.34068,1.846,0.4903,0.0097,NULL,0.58
Logan Webb,27,657277,webblo01,2024,SFG,1,NL,33,33,614,614,0,83,105.594,4.847,0,0.304,93,92.345,101.706,617,0.152,2,18.706,17.999,37.82,0.198,1,3.7,8000000,4.47804,3.93262,1.835,0.5593,1.9569,-0.1654,5.06469,1.902,0.4417,1.9042,110.9949367,87.686
Vince Velasquez,31,592826,velasvi01,2023,PIT,1,NL,8,8,112,112,0,16,18.937,0.882,0,0.183,101,104.173,20.455,110,0.0262,7,4.455,4.534,8.12,0.208,1,0.8,3150000,4.70669,4.13994,1.861,0.5594,0.4752,-0.026,5.16911,1.921,0.4551,0.3529,116.975,18.716
Nick Loftin,25,679845,loftini01,2024,KCR,1,AL,1,0,3,0,3,0,0.549,-0.037,0,0.018,105,110,0.543,3,0.0007,26,0.543,0.538,0.634,0.193,0,0.04,741900,4.38443,3.84643,1.823,0.5594,0.0594,-0.0318,4.47446,1.862,0.4905,0.0097,NULL,0.639
Jorge AlcalÃ¡,26,660896,alcaljo01,2022,MIN,1,AL,2,0,7,0,7,0,1.164,-0.077,0,0.043,100,100,1.044,6,0.0014,31,1.044,1.056,1.251,0.188,0.705,0.12,NULL,4.25074,3.72274,1.807,0.5596,0.1192,-0.0233,4.35567,1.847,0.4887,0.0227,NULL,1.177
Cristopher SÃ¡nchez,27,650911,sanchcr01,2024,PHI,1,NL,31,31,545,545,0,76,92.332,4.238,0,0.407,98,97.432,93.694,557,0.1355,3,17.694,17.066,34.66,0.198,1,3.4,753500,4.47804,3.92753,1.834,0.5599,1.8569,-0.1468,5.03236,1.9,0.4448,1.6937,122.4298507,82.028
Charlie Morton,39,450203,mortoch02,2023,ATL,1,NL,30,30,490,490,0,70,84.161,3.922,0,2.94,101,101.933,86.789,437,0.1089,27,16.789,17.134,32.822,0.208,1,3.22,20000000,4.70669,4.13556,1.861,0.5599,1.797,-0.1136,5.24618,1.925,0.448,1.5326,119.5818182,78.924
Yerry RodrÃ­guez,24,666720,rodriye01,2022,TEX,1,AL,1,0,3,0,3,0,0.549,-0.036,0,0.007,102,104,0.526,3,0.0007,10,0.526,0.531,0.615,0.188,1.33,0.08,NULL,4.25074,3.71974,1.807,0.56,0.06,0.0075,4.34068,1.846,0.4903,0.0097,NULL,0.61
Jordan Sheffield,27,642068,sheffjo01,2022,COL,1,NL,2,0,6,0,6,0,1.094,-0.073,0,0.008,114,107,1.084,5,0.0011,7,1.084,1.089,1.267,0.194,0.08,0.08,NULL,4.39519,3.85069,1.824,0.56,0.12,-0.0607,4.48702,1.863,0.4904,0.0194,NULL,1.197
Aneurys Zabala,25,656008,zabalan01,2022,MIA,1,NL,2,0,8,0,8,0,1.197,-0.08,0,0.034,101,100.364,1.087,8,0.002,17,1.087,1.093,1.331,0.194,0.155,0.09,NULL,4.39519,3.84869,1.824,0.5603,0.1206,-0.0583,4.51763,1.865,0.4872,0.0258,NULL,1.383
Bryan Woo,24,693433,woobr01,2024,SEA,1,AL,22,22,364,364,0,41,60.657,2.754,0,4.659,91,91.309,53.646,355,0.0896,52,12.646,12.055,23.74,0.193,1,2.39,749000,4.38443,3.83648,1.823,0.5605,1.331,-0.0797,4.88096,1.886,0.4496,1.138,126.8948718,49.489
Luis Ortiz,26,656814,ortizlu02,2022,SFG,1,NL,6,0,26,0,26,1,4.616,-0.309,0,-0.314,97,92.788,4.288,24,0.0057,-55,3.288,3.308,4.082,0.194,0.1867,0.28,NULL,4.39519,3.84386,1.824,0.5608,0.3648,-0.1722,4.52783,1.866,0.4861,0.0842,395.6,3.956
Hogan Harris,27,663687,harriho03,2024,OAK,1,AL,21,9,217,153,64,29,37.742,0.461,1.235,-2.922,98,96.767,40.991,208,0.0487,-60,11.991,11.639,18.605,0.193,0.8458,1.87,740000,4.38443,3.83019,1.822,0.5612,1.2852,-0.1068,4.69453,1.875,0.468,0.6894,138.4086957,31.834
Franmil Reyes,26,614177,reyesfr01,2022,CHC,2,NL,1,0,3,0,3,0,0.561,-0.038,0,0.001,103,106,0.553,1,0.0002,3,0.553,0.555,0.645,0.194,0,0.04,NULL,4.39519,3.84019,1.824,0.5612,0.0612,-0.0334,4.48702,1.863,0.4904,0.0097,NULL,0.634
Pablo Reyes,30,622569,reyespa01,2024,BOS,1,AL,1,0,3,0,3,0,0.576,-0.039,0,0.038,106,112,0.559,4,0.0009,42,0.559,0.554,0.65,0.193,0,0.04,NULL,4.38443,3.83043,1.822,0.5612,0.0612,-0.0327,4.47446,1.862,0.4905,0.0097,NULL,0.643
Bennett Sousa,28,656986,sousabe01,2023,HOU,2,AL,5,0,19,0,19,0,3.411,-0.228,0,0.075,98,95.3,2.962,12,0.003,25,2.962,2.884,3.571,0.203,0.244,0.24,NULL,4.6077,4.0309,1.849,0.5615,0.3075,-0.1311,4.7282,1.89,0.4878,0.0613,NULL,3.152
Kenny Rosenberg,27,670046,rosenke01,2023,LAA,1,AL,7,3,99,78,21,14,16.929,0.371,0,-0.346,104,104.548,18.449,102,0.0247,-14,4.449,4.044,7.62,0.203,0.5225,0.69,NULL,4.6077,4.02999,1.849,0.5616,0.4312,-0.0543,5.05617,1.909,0.4558,0.3109,117.8,16.492
Luis Gil,26,661563,gillu01,2024,NYY,1,AL,29,29,455,455,0,60,76.838,3.488,0,3.756,102,100.452,76.916,380,0.0939,40,16.916,16.177,30.784,0.193,1,3.12,740000,4.38443,3.8266,1.822,0.5617,1.7893,-0.0996,4.85528,1.885,0.4521,1.4256,117.4084746,69.271
Marcus Stroman,31,573186,stromma01,2022,CHC,1,NL,25,25,416,416,0,61,69.541,3.171,0,0.296,103,103.16,74.704,410,0.0985,3,13.704,14.029,26.414,0.194,1,2.73,25000000,4.39519,3.83403,1.823,0.5619,1.5475,-0.116,4.90454,1.888,0.4484,1.302,119.4407407,64.498
Brandon Woodruff,29,605540,woodrbr01,2022,MIL,1,NL,27,27,460,460,0,56,71.247,3.249,0,4.651,99,101.426,70.841,381,0.0969,48,14.841,15.2,28.896,0.194,1,2.99,6800000,4.39519,3.83223,1.823,0.5621,1.6767,-0.1283,4.91669,1.889,0.4472,1.4389,131.8076923,68.54
Junior FernÃ¡ndez,25,658551,fernaju01,2022,PIT,2,NL,3,0,10,0,10,0,1.868,-0.125,0,0,100,96.571,1.683,8,0.0018,0,1.683,1.691,1.989,0.194,0.7833,0.19,NULL,4.39519,3.83152,1.823,0.5622,0.1866,-0.0294,4.49722,1.864,0.4893,0.0324,NULL,1.671
Merrill Kelly,33,518876,kellyme01,2022,ARI,1,NL,33,33,601,601,0,77,98.545,4.494,0,6.453,99,98.58,95.214,564,0.1317,49,18.214,18.683,36.577,0.194,1,3.77,5250000,4.39519,3.82904,1.823,0.5625,2.0625,-0.1676,4.95266,1.891,0.4438,1.872,119.3293333,89.497
Zach Eflin,29,621107,eflinza01,2023,TBR,1,AL,31,31,533,533,0,69,91.343,4.184,0,2.829,97,96.421,89.38,490,0.123,23,20.38,18.198,37.453,0.203,1,3.49,11000000,4.6077,4.02067,1.848,0.5626,1.9406,-0.1095,5.15291,1.914,0.4467,1.6604,120.2550725,82.976
Frankie Montas,30,593423,montafr02,2023,NYY,1,AL,1,0,4,0,4,0,0.638,-0.043,0,0.025,101,106,0.604,5,0.0012,21,0.604,0.588,0.732,0.203,1.17,0.08,7500000,4.6077,4.0197,1.848,0.5627,0.0627,0.0022,4.73454,1.891,0.4872,0.0129,NULL,0.81
Sheldon Neuse,27,641914,neusesh01,2022,OAK,1,AL,3,0,11,0,11,0,1.88,-0.125,0,-0.073,95,90,1.645,12,0.0028,-26,1.645,1.664,1.97,0.188,0,0.12,NULL,4.25074,3.69607,1.805,0.5628,0.1884,-0.1031,4.36066,1.847,0.4882,0.0355,NULL,1.673
Adam Kolarek,34,592473,kolarad01,2023,NYM,2,NL,4,0,14,0,14,0,2.591,-0.171,0,-0.035,96,97.176,2.386,10,0.0025,-14,2.386,2.396,2.844,0.208,0.68,0.24,NULL,4.70669,4.10769,1.859,0.5629,0.2516,-0.0536,4.8223,1.901,0.4885,0.0452,NULL,2.329
Max Scherzer,38,453286,scherma01,2023,NYM,1,NL,19,19,323,323,0,49,57.546,2.682,0,-1.007,96,98.365,60.234,290,0.0719,-14,11.234,11.461,21.802,0.208,1,2.14,NULL,4.70669,4.10348,1.859,0.5634,1.2046,-0.0749,5.2682,1.926,0.4459,1.0098,104.1375,49.986
Anthony Misiewicz,29,664948,misiean01,2024,NYY,1,AL,1,0,3,0,3,0,0.64,-0.043,0,0.04,102,104,0.579,4,0.001,40,0.579,0.574,0.67,0.193,0.66,0.06,NULL,4.38443,3.81043,1.821,0.5635,0.0635,-0.0129,4.47446,1.862,0.4905,0.0097,NULL,0.626
