name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
Yennier Cano,28,666974,canoye01,2022,BAL,2,AL,3,0,13,0,13,9,2.236,-0.148,0,0.13,100,100,1.958,15,0.0035,37,-7.042,-7.02,-6.658,0.188,0.3867,-0.39,NULL,4.25074,6.59074,1.972,0.2963,-0.6111,0.1768,4.38065,1.848,0.4861,0.0419,22.66666667,2.04
A.J. Ladwig,29,607609,ladwiaj01,2022,MIA,1,NL,1,0,10,0,10,4,1.753,-0.117,0,0.063,101,102,1.604,15,0.0037,17,-2.396,-2.388,-2.09,0.194,0.9,-0.17,NULL,4.39519,6.78319,1.99,0.2966,-0.2034,0.001,4.70129,1.876,0.4685,0.0318,42.15,1.686
Luis Gil,24,661563,gillu01,2022,NYY,1,AL,1,1,12,12,0,4,1.865,0.086,0,0.324,101,104,1.692,12,0.003,108,-2.308,-2.287,-1.953,0.188,1,-0.17,NULL,4.25074,6.53774,1.97,0.2998,-0.2002,-0.003,4.6105,1.862,0.4623,0.0379,47.825,1.913
Tyson Miller,26,668338,millety01,2022,TEX,1,AL,4,2,32,14,18,14,4.972,-0.085,0,0.091,102,101.321,4.859,38,0.0091,10,-9.141,-9.086,-8.195,0.188,0.955,-0.7,NULL,4.25074,6.52224,1.969,0.3009,-0.7964,-0.008,4.49058,1.855,0.4746,0.102,37.41538462,4.864
David Fry,27,681807,fryda01,2023,CLE,1,AL,2,0,15,0,15,7,2.722,-0.182,0,0.159,97,95.154,2.266,25,0.0059,27,-4.734,-4.795,-4.254,0.203,0.005,-0.16,NULL,4.6077,7.0052,2.011,0.301,-0.398,0.1862,4.84553,1.897,0.4762,0.0478,36.05714286,2.524
Yohan RamÃ­rez,29,670990,ramiryo01,2024,BOS,4,AL,1,0,4,0,4,3,0.735,-0.049,0,0.059,106,112,0.702,6,0.0014,42,-2.298,-2.304,-2.176,0.193,0.61,-0.15,NULL,4.38443,6.68843,1.984,0.302,-0.198,0.0358,4.50447,1.864,0.4874,0.0129,40.05,0.801
Easton Lucas,27,687922,lucasea01,2024,TOR,3,AL,2,0,14,0,14,6,1.96,-0.132,0,0.413,100,100,1.415,16,0.0039,106,-4.585,-4.608,-4.158,0.193,0.695,-0.3,NULL,4.38443,6.68843,1.984,0.302,-0.396,0.0507,4.5945,1.869,0.4781,0.0449,37.56666667,2.254
Enmanuel De Jesus,26,646241,dejesen01,2023,MIA,1,NL,2,0,19,0,19,8,3.603,-0.237,0,-0.039,102,94.118,3.205,22,0.0055,-7,-4.795,-4.782,-4.173,0.208,0.115,-0.18,NULL,4.70669,7.09769,2.021,0.3036,-0.3928,0.1557,5.02048,1.912,0.4692,0.0605,43.375,3.47
Yonny Chirinos,29,630023,chiriyo01,2023,ATL,2,NL,5,5,67,67,0,23,11.113,0.518,0,0.505,101,99.714,11.094,75,0.0187,27,-11.906,-11.859,-9.714,0.208,1,-0.78,NULL,4.70669,7.07849,2.02,0.3048,-0.976,-0.0155,5.1493,1.92,0.457,0.2113,47.55652174,10.938
Ryan Weathers,22,677960,weathry01,2022,SDP,1,NL,1,1,11,11,0,4,1.644,0.075,0,0.07,93,106,1.748,14,0.0035,20,-2.252,-2.243,-1.916,0.194,1,-0.16,NULL,4.39519,6.63819,1.982,0.3064,-0.1936,-0.0031,4.7319,1.878,0.4654,0.0349,42.65,1.706
Cristian Mena,21,691441,menacr01,2024,ARI,1,NL,1,1,9,9,0,4,1.996,0.092,0,0.055,101,86,1.748,10,0.0023,24,-2.252,-2.262,-1.972,0.198,1,-0.17,NULL,4.47804,6.74004,1.992,0.3069,-0.1931,-0.0024,4.76181,1.885,0.4711,0.0286,39.075,1.563
Peter Solomon,26,656981,solompe01,2023,ARI,1,NL,5,0,40,0,40,18,6.915,-0.456,0,0.456,99,106.627,6.401,49,0.0117,39,-11.599,-11.571,-10.29,0.208,0.228,-0.5,NULL,4.70669,7.02089,2.017,0.3086,-0.957,0.3314,4.97093,1.91,0.4739,0.1283,37.02222222,6.664
Brett Phillips,28,621433,phillbr02,2022,TBR,1,AL,3,0,12,0,12,8,1.805,-0.12,0,0.118,94,96.364,1.51,20,0.0049,24,-6.49,-6.469,-6.135,0.188,0.0033,-0.26,1400000,4.25074,6.40707,1.963,0.3089,-0.5733,0.276,4.37066,1.848,0.4871,0.0389,22.4,1.792
Matt Krook,28,640454,krookma01,2023,NYY,1,AL,4,0,12,0,12,11,2.124,-0.142,0,0.095,101,104.222,1.967,18,0.0045,21,-9.033,-9.082,-8.649,0.203,0.1725,-0.42,NULL,4.6077,6.8782,2.005,0.3093,-0.7628,0.3062,4.70283,1.889,0.4904,0.0386,19.00909091,2.091
Kyle Barraclough,33,607457,barraky01,2023,BOS,1,AL,3,0,23,0,23,11,3.956,-0.264,0,-0.139,106,112,4.291,32,0.0077,-18,-6.709,-6.803,-5.972,0.203,0.9533,-0.5,NULL,4.6077,6.87537,2.005,0.3095,-0.5715,-0.0047,4.85081,1.897,0.4756,0.0736,36.68181818,4.035
Wes Parsons,31,641149,parsowe01,2024,TOR,1,AL,2,0,15,0,15,6,2.355,-0.158,0,0.488,100,97.217,1.661,19,0.0046,106,-4.339,-4.363,-3.882,0.193,0.1,-0.17,NULL,4.38443,6.56593,1.978,0.3103,-0.3794,0.1604,4.60951,1.87,0.4766,0.048,40.05,2.403
Anthony DeSclafani,32,543101,desclan01,2022,SFG,1,NL,5,5,57,57,0,21,9.301,0.424,0,-0.941,97,94.255,10.053,72,0.0171,-55,-10.947,-10.902,-9.205,0.194,1,-0.78,12000000,4.39519,6.57559,1.979,0.3106,-0.947,-0.0159,4.74415,1.879,0.4642,0.1807,60.50714286,8.471
Connor Overton,29,656818,overtco01,2023,CIN,1,NL,3,3,33,33,0,14,6.332,0.295,0,-0.239,104,104.073,7.146,39,0.0092,-26,-6.854,-6.831,-5.774,0.208,1,-0.47,730000,4.70669,6.98369,2.015,0.3111,-0.5667,-0.0077,5.07002,1.915,0.4645,0.1047,41.77857143,5.849
Kervin Castro,23,665645,castrke01,2022,SFG,1,NL,2,0,5,0,5,5,0.695,-0.046,0,-0.066,97,94,0.672,5,0.0012,-55,-4.328,-4.324,-4.175,0.194,0.065,-0.19,NULL,4.39519,6.55719,1.978,0.3119,-0.3762,0.1713,4.47172,1.863,0.492,0.0161,17.96,0.898
Owen White,24,669391,whiteow01,2024,TEX,1,AL,3,0,9,0,9,8,1.899,-0.127,0,0.148,98,99,1.608,17,0.0041,36,-6.392,-6.407,-6.118,0.193,0.08,-0.28,740000,4.38443,6.5201,1.976,0.3134,-0.5598,0.2513,4.47446,1.862,0.4905,0.0292,18.5375,1.483
Bobby Miller,25,676272,millebo06,2024,LAD,1,NL,13,13,168,168,0,53,27.166,1.247,0,2.763,93,97.969,25.129,174,0.0425,65,-27.871,-28.065,-22.641,0.198,1,-1.93,750000,4.47804,6.63689,1.986,0.314,-2.418,-0.0453,4.88551,1.892,0.4589,0.5289,45.50188679,24.116
Clayton Andrews,26,677076,andrecl02,2023,MIL,1,NL,4,0,10,0,10,11,1.964,-0.129,0.627,0.272,98,98.727,2.162,16,0.004,68,-8.838,-8.831,-8.511,0.208,1.2375,-0.8,NULL,4.70669,6.91444,2.012,0.3156,-0.7376,-0.0971,4.78927,1.899,0.4917,0.0326,17.61,1.761
Derek Law,31,571882,lawde01,2022,DET,1,AL,2,0,6,0,6,5,1.025,-0.068,0,0.057,100,98.923,0.89,9,0.0021,27,-4.11,-4.1,-3.933,0.188,0.79,-0.31,NULL,4.25074,6.30074,1.957,0.3164,-0.3672,0.0337,4.34068,1.846,0.4903,0.0195,103.3,1.033
Josh Fleming,26,676596,flemijo01,2022,TBR,1,AL,10,3,105,50,55,36,16.797,-0.215,0,0.746,94,98.012,15.521,127,0.0311,24,-20.479,-20.298,-17.376,0.188,0.7871,-1.44,NULL,4.25074,6.28054,1.956,0.3179,-1.821,0.0445,4.56553,1.86,0.4668,0.3334,57.46,14.365
Locke St. John,29,657766,stjohlo01,2022,CHC,1,NL,1,0,6,0,6,3,1.013,-0.068,0,0.004,103,98,0.922,5,0.0012,3,-2.078,-2.073,-1.895,0.194,0.06,-0.08,NULL,4.39519,6.46819,1.974,0.3181,-0.1819,0.08,4.57885,1.869,0.4809,0.0193,36.6,1.098
Jonathan Heasley,27,669169,heasljo01,2024,BAL,1,AL,4,0,16,0,16,11,2.509,-0.168,0.625,-0.066,93,91.448,2.773,21,0.0051,-13,-8.227,-8.253,-7.739,0.193,0.85,-0.63,740000,4.38443,6.44768,1.972,0.3185,-0.726,0.0435,4.50447,1.864,0.4874,0.0517,23.86,2.386
Austin Kitchen,27,685116,kitchau01,2024,MIA,1,NL,4,1,21,6,15,12,3.341,-0.115,0,-0.166,109,112.571,3.818,34,0.0079,-21,-8.182,-8.206,-7.528,0.198,0.2633,-0.47,NULL,4.47804,6.52954,1.981,0.3214,-0.7144,0.1729,4.64358,1.878,0.483,0.0673,33.43636364,3.678
Caden Dana,20,702674,danaca01,2024,LAA,1,AL,3,3,31,31,0,12,5.645,0.256,0,0.112,104,105.462,6.105,36,0.0086,13,-5.895,-5.945,-4.95,0.193,1,-0.44,NULL,4.38443,6.3661,1.968,0.3243,-0.5271,-0.0068,4.69453,1.875,0.468,0.0985,45.18181818,4.97
JosÃ© UreÃ±a,31,570632,urenajo01,2023,COL,1,NL,5,5,55,55,0,22,9.734,0.454,0,0.233,115,116.581,11.606,70,0.0155,15,-10.394,-10.355,-8.594,0.208,1,-0.71,3000000,4.70669,6.77769,2.005,0.3249,-0.8755,-0.0128,5.07002,1.915,0.4645,0.1744,51.3,10.26
Darwinzon HernÃ¡ndez,25,650382,hernada02,2022,BOS,1,AL,7,0,20,0,20,17,3.491,-0.232,0,0.046,108,109.349,3.513,24,0.0057,8,-13.487,-13.453,-12.896,0.188,0.5157,-0.88,NULL,4.25074,6.1726,1.95,0.3258,-1.2194,0.2791,4.3364,1.846,0.4908,0.0647,20.48125,3.277
Tanner Gordon,26,685299,gordota01,2024,COL,1,NL,8,8,103,103,0,34,17.715,0.813,0,0.737,111,102.375,18.214,125,0.0273,27,-15.786,-15.905,-12.58,0.198,1,-1.1,NULL,4.47804,6.46617,1.978,0.3259,-1.3928,-0.0278,4.88399,1.892,0.459,0.3247,53.61515152,17.693
Chase Anderson,36,502624,anderch01,2024,TEX,2,AL,2,0,19,0,19,7,3.594,-0.241,0,0.184,98,98.323,3.116,21,0.0051,36,-3.884,-3.915,-3.305,0.193,0.47,-0.21,NULL,4.38443,6.34193,1.966,0.3261,-0.3478,0.0791,4.66953,1.874,0.4705,0.0605,42.02857143,2.942
Yacksel RÃ­os,30,605441,riosya01,2023,OAK,1,AL,3,0,5,0,5,7,0.947,-0.063,0,-0.112,95,94.857,0.945,6,0.0014,-80,-6.055,-6.075,-5.895,0.203,0.1867,-0.3,NULL,4.6077,6.6327,1.993,0.3261,-0.5217,0.2082,4.66055,1.886,0.4946,0.0163,13.52857143,0.947
Dallas Keuchel,34,572971,keuchda01,2022,CHW,1,AL,8,8,96,93,3,33,15.596,0.664,0,-0.695,102,104.537,17.724,124,0.0302,-23,-15.276,-15.111,-12.439,0.188,1,-1.1,18000000,4.25074,6.13961,1.949,0.3281,-1.3752,-0.0255,4.6105,1.862,0.4623,0.3029,50.90357143,14.253
Gavin Stone,24,694813,stonega01,2023,LAD,1,NL,8,4,93,77,16,32,17.34,0.472,0,1.911,99,99.553,15.83,115,0.0281,68,-16.17,-16.105,-13.127,0.208,0.9125,-1.1,NULL,4.70669,6.71982,2.002,0.329,-1.368,-0.0228,5.09067,1.916,0.4625,0.2948,48.27741935,14.966
Dinelson Lamet,30,659275,lametdi01,2023,BOS,2,AL,1,0,6,0,6,3,0.957,-0.064,0,-0.04,106,112,1.045,9,0.0022,-18,-1.955,-1.98,-1.763,0.203,0.51,-0.11,NULL,4.6077,6.5877,1.991,0.3292,-0.1708,0.0371,4.79796,1.894,0.4809,0.0192,39.26666667,1.178
Chase De Jong,29,608328,dejonch01,2023,PIT,1,NL,6,0,34,0,34,17,5.223,-0.344,0,0.075,101,102.9,4.943,45,0.0107,7,-12.057,-12.033,-10.945,0.208,0.3933,-0.64,820000,4.70669,6.71219,2.002,0.3295,-1.023,0.278,4.89386,1.905,0.4814,0.1097,34.11764706,5.8
Michael Mercado,25,675650,mercami01,2024,PHI,1,NL,5,2,39,32,7,16,6.491,0.167,0,0.032,98,95.906,6.355,44,0.0107,3,-9.645,-9.69,-8.431,0.198,0.3667,-0.69,NULL,4.47804,6.41604,1.975,0.3295,-0.8525,0.0336,4.72398,1.882,0.4749,0.1242,37.675,6.028
Nick Gordon,26,624503,gordoni01,2022,MIN,1,AL,4,0,11,0,11,9,1.815,-0.121,0,0.155,100,99.2,1.527,21,0.005,31,-7.473,-7.454,-7.148,0.188,0,-0.31,NULL,4.25074,6.11424,1.947,0.3301,-0.6796,0.3309,4.33318,1.845,0.4911,0.0357,19.46666667,1.752
Brian Moran,33,572383,moranbr01,2022,LAA,1,AL,1,0,1,0,1,2,0.157,-0.01,0,0.016,103,104,0.136,4,0.001,16,-1.864,-1.862,-1.834,0.188,0.57,-0.13,NULL,4.25074,6.11274,1.947,0.3302,-0.1698,0.0357,4.28072,1.842,0.4968,0.0032,15.9,0.318
Max Castillo,23,666721,castima03,2022,KCR,2,AL,5,4,56,56,0,19,8.819,0.407,0,-0.544,105,98.337,9.608,60,0.0136,-40,-9.392,-9.296,-7.737,0.188,0.02,-0.68,NULL,4.25074,6.10994,1.947,0.3304,-0.848,-0.0139,4.58651,1.861,0.4647,0.1772,45.40526316,8.627
Kyle Muller,24,666205,mulleky01,2022,ATL,1,NL,3,3,37,37,0,11,5.376,0.245,0,0.29,101,99.797,5.32,39,0.01,29,-5.68,-5.651,-4.55,0.194,1,-0.4,NULL,4.39519,6.27886,1.964,0.3317,-0.5049,-0.0103,4.77271,1.88,0.4613,0.1172,52.54545455,5.78
Josh Harrison,35,543281,harrijo05,2023,PHI,1,NL,2,0,5,0,5,5,0.932,-0.061,0,-0.109,98,108,1.058,13,0.0032,-34,-3.942,-3.938,-3.778,0.208,0,-0.16,2000000,4.70669,6.67569,2,0.332,-0.336,0.1632,4.78927,1.899,0.4917,0.0163,19.3,0.965
Darius Vines,26,670241,vinesda01,2024,ATL,1,NL,4,2,41,29,12,14,6.862,0.089,0,0.426,100,99.606,6.499,52,0.0133,32,-7.501,-7.548,-6.225,0.198,0.115,-0.47,740000,4.47804,6.36504,1.973,0.3332,-0.6672,0.0678,4.80123,1.887,0.4672,0.1299,49.64615385,6.454
Zach Plesac,28,668676,plesaza01,2023,CLE,1,AL,5,5,64,61,3,20,11.111,0.45,0,0.548,97,97.086,10.692,86,0.0203,27,-9.308,-9.57,-7.258,0.203,1,-0.64,2950000,4.6077,6.5217,1.987,0.334,-0.83,-0.0149,5.01359,1.906,0.4599,0.2015,56.74444444,10.214
Carlos Rodriguez,22,692230,rodrica02,2024,MIL,1,NL,3,3,37,37,0,11,5.698,0.262,0,0.698,101,103.018,5.421,45,0.0109,64,-5.579,-5.622,-4.427,0.198,1,-0.39,740000,4.47804,6.35204,1.972,0.3342,-0.4974,-0.01,4.86691,1.891,0.4607,0.1167,58.97,5.897
Darren McCaughan,28,670766,mccauda01,2024,CLE,2,AL,2,0,18,0,18,6,2.843,-0.191,0,0.452,101,107.067,2.355,23,0.0058,78,-3.645,-3.674,-3.096,0.193,0.51,-0.2,740000,4.38443,6.22143,1.96,0.3349,-0.3302,0.0685,4.65452,1.873,0.472,0.0574,47.95,2.877
Dereck RodrÃ­guez,31,605446,rodride01,2023,ATL,2,NL,3,0,14,0,14,8,2.444,-0.161,0,0.14,101,103.231,2.212,21,0.0052,27,-5.788,-5.778,-5.33,0.208,0.1767,-0.26,NULL,4.70669,6.63269,1.998,0.3351,-0.4947,0.1903,4.86083,1.903,0.4847,0.0451,30.25,2.42
Connor Brogdon,29,641401,brogdco01,2024,PHI,1,NL,3,0,6,0,6,7,0.925,-0.062,0.623,0.004,98,96,1.423,5,0.0012,3,-5.577,-5.584,-5.39,0.198,1.82,-0.68,NULL,4.47804,6.33938,1.971,0.3351,-0.4947,-0.2082,4.5411,1.872,0.4935,0.0193,17.85,1.071
Brandon Leibrandt,31,605335,leibrbr01,2024,CIN,1,NL,2,0,19,0,19,7,2.935,-0.195,0,-0.214,106,112,3.308,25,0.0061,-35,-3.692,-3.714,-3.101,0.198,0.215,-0.16,NULL,4.47804,6.33504,1.971,0.3354,-0.3292,0.1121,4.77758,1.885,0.4695,0.0604,46.52857143,3.257
Xzavion Curry,23,675540,curryxz01,2022,CLE,1,AL,2,2,28,28,0,7,4.096,0.189,0,0.702,97,94,3.368,37,0.009,78,-3.632,-3.584,-2.805,0.188,1,-0.25,NULL,4.25074,6.04274,1.943,0.3355,-0.329,-0.0069,4.67046,1.866,0.4562,0.088,67.93333333,4.076
Drew Rom,23,680723,romdr01,2023,STL,1,NL,8,8,101,101,0,34,18.245,0.85,0,-0.08,99,97.059,18.611,119,0.0267,-3,-15.389,-15.318,-12.084,0.208,1,-1.02,NULL,4.70669,6.62144,1.997,0.3359,-1.3128,-0.0234,5.1237,1.918,0.4594,0.3191,55.22333333,16.567
R.J. Alvarez,31,571439,alvarrj01,2022,NYM,1,NL,1,0,7,0,7,3,1.227,-0.082,0,-0.002,95,102,1.17,8,0.0021,-1,-1.83,-1.825,-1.616,0.194,0.99,-0.15,NULL,4.39519,6.22019,1.961,0.336,-0.164,-0.0056,4.60946,1.871,0.4777,0.0225,38.93333333,1.168
Jhonathan DÃ­az,26,646242,diazjh01,2023,LAA,1,AL,4,1,21,5,16,11,3.684,-0.147,0,-0.098,104,99.524,3.618,29,0.007,-14,-7.382,-7.468,-6.709,0.203,0.3533,-0.44,NULL,4.6077,6.4747,1.985,0.3373,-0.6508,0.1467,4.77418,1.893,0.4832,0.0675,45.4,3.632
Kai-Wei Teng,25,678906,tengka01,2024,SFG,1,NL,4,0,33,0,33,12,5.48,-0.365,0,0.019,93,92.764,4.727,39,0.0096,2,-7.273,-7.311,-6.246,0.198,0.0575,-0.27,740000,4.47804,6.30579,1.969,0.3376,-0.6496,0.2764,4.73817,1.883,0.4734,0.1053,40.61666667,4.874
Aaron Sanchez,29,592717,sanchaa01,2022,WSN,1,NL,7,7,94,94,0,30,15.394,0.702,0,-1.117,97,100.979,17.382,116,0.0266,-42,-12.618,-12.545,-9.746,0.194,1,-0.86,100000,4.39519,6.18733,1.959,0.3385,-1.1305,-0.0262,4.80624,1.882,0.458,0.2967,47.78965517,13.859
Pedro BÃ¡ez,34,520980,baezpe01,2022,HOU,1,AL,3,0,7,0,7,6,1.045,-0.069,0,0.212,98,97.125,0.742,11,0.0029,73,-5.258,-5.246,-5.051,0.188,0.0233,-0.23,5750000,4.25074,5.9994,1.941,0.3388,-0.4836,0.2305,4.32069,1.845,0.4925,0.0226,38.56666667,1.157
Jake Woodford,27,663765,woodfja01,2024,PIT,2,NL,7,5,80,69,11,27,13.676,0.416,0,-0.275,101,100.347,14.417,96,0.0229,-12,-12.583,-12.675,-10.093,0.198,1.445,-0.94,NULL,4.47804,6.28876,1.969,0.3388,-1.1284,-0.063,4.83839,1.889,0.4635,0.2529,59.78095238,12.554
Lucas Giolito,28,608337,giolilu01,2023,CLE,3,AL,6,6,92,92,0,27,15.943,0.73,0,0.529,97,101.058,16.315,83,0.0196,27,-10.685,-11.062,-7.738,0.203,1,-0.7,NULL,4.6077,6.45137,1.984,0.339,-0.966,-0.0189,5.09392,1.911,0.4522,0.2882,60.87083333,14.609
Lucas Gilbreath,28,656458,gilbrlu01,2024,COL,1,NL,3,0,3,0,3,6,0.68,-0.045,0,0.059,111,104.333,0.601,10,0.0022,27,-5.399,-5.402,-5.306,0.198,0.6767,-0.4,760000,4.47804,6.27871,1.968,0.3396,-0.4812,0.0751,4.50957,1.87,0.4967,0.0098,11.33333333,0.68
Mike Baumann,28,657508,baumami01,2024,SFG,3,NL,1,0,2,0,2,2,0.274,-0.018,0,0.002,93,86,0.218,4,0.001,2,-1.782,-1.784,-1.72,0.198,0.06,-0.08,NULL,4.47804,6.26204,1.967,0.3408,-0.1592,0.073,4.5411,1.872,0.4935,0.0064,22.75,0.455
Brad Miller,33,543543,millebr02,2023,TEX,1,AL,1,0,6,0,6,3,1.27,-0.085,0,0.066,104,108,1.209,7,0.0017,39,-1.791,-1.816,-1.599,0.203,0,-0.06,4000000,4.6077,6.4237,1.982,0.3411,-0.1589,0.0748,4.79796,1.894,0.4809,0.0192,37.36666667,1.121
Yerry RodrÃ­guez,26,666720,rodriye01,2024,TOR,2,AL,4,0,14,0,14,9,2.884,-0.194,0,0.488,100,91.556,2.016,19,0.0046,106,-6.984,-7.007,-6.557,0.193,0.3075,-0.38,NULL,4.38443,6.13618,1.956,0.3413,-0.6348,0.2101,4.48947,1.863,0.489,0.0451,28.175,2.254
Mitch White,27,669952,whitemi03,2022,TOR,2,AL,10,8,129,117,12,37,20.955,0.747,0,1.679,99,98.039,19.63,155,0.0373,45,-17.37,-17.148,-13.558,0.188,1.085,-1.22,NULL,4.25074,5.96554,1.939,0.3414,-1.586,-0.045,4.63748,1.864,0.4595,0.4067,50.1027027,18.538
Zack Thompson,26,668868,thompza02,2024,STL,1,NL,5,2,51,31,20,18,10.044,0.018,0,0.47,101,96.41,9.248,54,0.0127,37,-8.752,-8.811,-7.164,0.198,0.9333,-0.64,750850,4.47804,6.24024,1.966,0.3425,-0.7875,-0.0161,4.79965,1.887,0.4673,0.1619,44.80555556,8.065
Andrew Saalfrank,26,685314,saalfan01,2024,ARI,1,NL,2,0,3,0,3,4,0.532,-0.035,0,0.022,101,102,0.485,4,0.0009,24,-3.515,-3.518,-3.422,0.198,0.79,-0.27,NULL,4.47804,6.23704,1.966,0.3427,-0.3146,0.0303,4.52534,1.871,0.4951,0.0097,15.85,0.634
Easton Lucas,27,687922,lucasea01,2024,OAK,1,AL,3,0,11,0,11,7,1.977,-0.133,0,-0.198,98,91.739,1.873,14,0.0033,-60,-5.127,-5.145,-4.792,0.193,0.1267,-0.24,NULL,4.38443,6.09943,1.954,0.3441,-0.4677,0.1966,4.49447,1.863,0.4885,0.0354,29.58333333,1.775
Reiss Knehr,26,663753,knehrre01,2023,SDP,1,NL,4,1,17,6,11,10,3.358,-0.088,0,0.308,93,94.875,2.81,23,0.0057,54,-7.19,-7.178,-6.634,0.208,0.1967,-0.42,NULL,4.70669,6.50119,1.991,0.3445,-0.622,0.1498,4.84707,1.903,0.486,0.055,28.19,2.819
Luis Ortiz,28,656814,ortizlu02,2024,PHI,1,NL,1,0,2,0,2,2,0.319,-0.021,0,0.003,98,96,0.283,4,0.001,3,-1.717,-1.719,-1.655,0.198,0.64,-0.12,744000,4.47804,6.19704,1.964,0.3457,-0.1543,0.026,4.5411,1.872,0.4935,0.0064,23.5,0.47
Whit Merrifield,33,593160,merriwh01,2022,TOR,2,AL,1,0,3,0,3,2,0.427,-0.028,0,0.054,99,98,0.338,5,0.0012,45,-1.662,-1.657,-1.573,0.188,0,-0.07,7000000,4.25074,5.90774,1.936,0.3459,-0.1541,0.0747,4.34068,1.846,0.4903,0.0097,29.85,0.597
McKinley Moore,24,686842,mooremc01,2023,PHI,1,NL,3,0,10,0,10,7,1.637,-0.108,0,-0.099,98,104,1.693,12,0.0029,-34,-5.307,-5.3,-4.98,0.208,0.1867,-0.25,NULL,4.70669,6.47336,1.99,0.3466,-0.4602,0.1776,4.81679,1.901,0.489,0.0324,25.15714286,1.761
Ty Adcock,27,686654,adcocty01,2024,NYM,1,NL,3,0,13,0,13,7,2.149,-0.143,0,0.052,95,97.048,1.896,16,0.004,13,-5.104,-5.119,-4.699,0.198,0.7133,-0.36,740000,4.47804,6.18438,1.963,0.3467,-0.4599,0.0542,4.61467,1.876,0.4859,0.0419,29.47142857,2.063
JosÃ© Ruiz,28,614179,ruizjo01,2023,CHW,1,AL,4,0,11,0,11,9,1.982,-0.132,0,-0.176,104,103.2,2.091,16,0.0039,-45,-6.909,-6.954,-6.557,0.203,0.8725,-0.55,925000,4.6077,6.3462,1.978,0.3468,-0.6128,0.0305,4.6949,1.888,0.4912,0.0354,21.84444444,1.966
Ernie Clement,26,676391,clemeer01,2022,CLE,1,AL,2,0,6,0,6,4,1.034,-0.069,0,0.211,97,94,0.709,11,0.0027,78,-3.291,-3.281,-3.114,0.188,0,-0.14,NULL,4.25074,5.89124,1.935,0.3472,-0.3056,0.1479,4.34068,1.846,0.4903,0.0195,25.175,1.007
Yadier Molina,39,425877,molinya01,2022,STL,1,NL,2,0,6,0,6,4,0.898,-0.06,0,0.161,96,95,0.643,11,0.0026,62,-3.357,-3.352,-3.174,0.194,0,-0.14,10000000,4.39519,6.07119,1.953,0.3473,-0.3054,0.1472,4.48702,1.863,0.4904,0.0194,25.875,1.035
Luis FrÃ­as,26,666818,friaslu01,2024,TOR,2,AL,4,0,10,0,10,8,1.822,-0.122,0,0.36,100,98.545,1.321,14,0.0034,106,-6.679,-6.695,-6.374,0.193,0.32,-0.38,NULL,4.38443,6.05818,1.951,0.3473,-0.6108,0.2008,4.45946,1.861,0.4921,0.0324,20.7375,1.659
Shane Greene,33,572888,greensh02,2022,NYY,2,AL,1,0,3,0,3,2,0.476,-0.032,0,0.086,101,100,0.358,3,0.0008,108,-1.642,-1.637,-1.553,0.188,0.5,-0.11,NULL,4.25074,5.88774,1.935,0.3474,-0.1526,0.0358,4.34068,1.846,0.4903,0.0097,30.3,0.606
Shaun Anderson,27,641312,andersh01,2022,TOR,1,AL,1,0,3,0,3,2,0.478,-0.032,0,0.077,99,98,0.362,7,0.0017,45,-1.638,-1.633,-1.549,0.188,0.03,-0.07,NULL,4.25074,5.88374,1.935,0.3477,-0.1523,0.0715,4.34068,1.846,0.4903,0.0097,29.85,0.597
Brett de Geus,26,676969,degeubr01,2024,TOR,3,AL,2,0,7,0,7,4,0.94,-0.063,0,0.201,100,100,0.676,8,0.0019,106,-3.324,-3.335,-3.111,0.193,0.515,-0.21,NULL,4.38443,6.05193,1.951,0.3478,-0.3044,0.069,4.48947,1.863,0.489,0.0226,30.3,1.212
Alan Busenitz,33,641427,busenal01,2024,CIN,1,NL,3,0,12,0,12,7,1.805,-0.12,0,-0.154,106,108.19,1.99,18,0.0044,-35,-5.01,-5.024,-4.636,0.198,0.21,-0.25,NULL,4.47804,6.15271,1.961,0.3491,-0.4527,0.168,4.60416,1.875,0.487,0.0386,35.33333333,2.12
Ethan Small,26,663629,smallet01,2023,MIL,1,NL,2,0,12,0,12,5,1.985,-0.131,0,0.252,98,96,1.538,15,0.0037,68,-3.462,-3.454,-3.069,0.208,0.395,-0.18,NULL,4.70669,6.43369,1.988,0.3495,-0.301,0.0797,4.90487,1.906,0.4804,0.0385,41.58,2.079
J.P. France,29,641585,francjp01,2024,HOU,1,AL,5,5,76,76,0,21,13.257,0.602,0,0.285,98,95.24,12.928,86,0.0219,13,-8.072,-8.195,-5.756,0.193,1,-0.53,767600,4.38443,6.02343,1.95,0.3499,-0.7505,-0.0166,4.84058,1.884,0.4535,0.2386,53.61904762,11.26
